time,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20,x21,y21,x22,y22,x23,y23,x24,y24,x25,y25,x26,y26,x27,y27,x28,y28,x29,y29,x30,y30,x31,y31,x32,y32,x33,y33,x34,y34,x35,y35,x36,y36,x37,y37,x38,y38,x39,y39,x40,y40,x41,y41,x42,y42,x43,y43,x44,y44,x45,y45,x46,y46,x47,y47,x48,y48,x49,y49,x50,y50,x51,y51,x52,y52,x53,y53,x54,y54,x55,y55,x56,y56,x57,y57,x58,y58,x59,y59,x60,y60,x61,y61,x62,y62,x63,y63,x64,y64,x65,y65,x66,y66,x67,y67,x68,y68
1.287,259.17117,74.15364,259.37424,78.87335,259.90305,83.4923,260.73862,88.20375,261.9611,92.74792,264.2753,96.99939,267.32196,100.39737,270.5706,103.1039,274.6214,103.67044,279.409,103.06208,284.50098,100.60176,289.5549,97.684944,293.62466,93.79436,296.01767,88.97308,297.49362,83.480545,298.63684,77.895386,299.6805,72.26536,260.97122,72.92551,263.12476,71.09332,266.16385,70.53055,269.53412,70.69974,272.80078,71.65935,278.64957,70.9796,282.4604,69.652885,286.46826,69.018135,290.55978,69.203445,294.13184,71.00595,274.67188,74.74275,274.31842,78.07096,273.93387,81.28484,273.53497,84.628136,270.67825,86.981865,272.47803,87.605095,274.4437,87.89215,276.69644,87.22179,278.92432,86.33491,264.49554,75.85908,266.57922,74.621025,269.07263,74.25595,271.29947,75.54553,269.11606,76.22696,266.6533,76.53339,281.45123,74.75233,283.60696,73.1824,286.27847,73.07753,288.6883,73.88318,286.44946,74.94935,283.84964,75.1002,269.6248,93.82451,271.29922,92.2695,273.31284,91.28368,274.94934,91.53956,276.67032,90.88678,279.52612,91.28088,282.6669,92.17431,279.60016,94.20081,276.99823,95.42892,275.13208,95.91001,273.50992,96.07287,271.50488,95.52761,270.8086,93.64353,273.3508,92.6747,274.9923,92.62758,276.76517,92.23335,281.4209,92.31241,276.85867,93.11997,275.07166,93.619026,273.44858,93.637634
1.32,179.07437,342.92462,182.70074,390.1989,191.76086,435.81305,201.98015,479.73502,220.26132,522.38885,247.4026,560.98956,280.09958,592.3037,316.1738,614.8527,359.40393,619.12695,401.48868,609.60803,435.8721,581.09045,466.38803,546.19855,489.64194,506.6096,504.6647,463.29263,512.65344,420.4366,516.4125,375.93594,515.9288,331.1533,197.89452,327.90326,218.39803,304.3381,252.31401,300.47894,285.14468,308.75278,319.39032,318.973,368.0596,319.93942,399.82602,307.79224,431.9097,299.2272,465.19653,301.4271,487.73364,321.44366,345.04895,346.63672,346.6529,374.82736,348.2833,402.9544,350.01923,432.51514,315.4826,456.43533,332.41376,460.0373,349.8562,464.01538,366.57413,459.3849,383.11807,454.75797,240.18936,355.1624,259.71786,352.0149,279.83984,349.9666,300.81268,353.88443,280.14352,360.10452,259.99298,361.4452,388.60757,354.0523,409.0635,350.31168,429.39313,352.01492,448.22083,354.95496,429.14136,361.31668,408.9869,360.1009,283.61008,507.71545,309.63312,501.96866,335.75214,495.20316,351.6558,498.95663,367.65976,494.18042,392.62146,499.22403,418.44473,501.98026,395.6179,527.7484,372.7269,540.46857,354.49857,542.9639,337.04175,542.0617,310.88916,533.1282,294.3878,511.02805,335.64017,507.76443,352.19763,508.6625,368.9412,506.7056,408.02502,505.22113,370.87802,515.74866,353.92178,518.8063,336.94507,517.5849
1.353,176.93523,340.47952,182.0742,388.49936,191.25513,434.8133,202.3067,478.8717,220.36095,521.61163,246.62767,559.84436,278.08005,591.64374,314.76758,613.62573,357.56094,618.2853,399.985,609.52246,433.7053,582.10864,464.31927,546.55896,487.75626,505.63464,502.6744,460.94855,510.6302,418.07547,515.4678,373.2937,514.805,327.3395,198.15155,326.5122,219.27327,304.76324,252.62071,301.47083,285.16425,309.21152,319.8394,318.99625,367.49857,320.51578,399.41928,308.4977,431.6847,300.28592,464.46353,302.67142,488.5465,321.42816,344.53445,346.02457,346.13077,374.57364,347.3642,402.65363,348.7365,432.0935,315.23032,455.4519,332.0324,459.03824,349.27927,463.17496,366.10907,458.59317,382.91898,454.05804,240.4428,354.13382,258.34924,351.47684,277.59506,349.8525,299.34125,353.56967,278.05136,359.0145,259.03003,359.96417,388.94888,354.229,408.72116,349.99005,428.52713,351.6017,447.20642,353.86014,428.02277,360.3927,408.68646,359.4308,285.1831,507.5372,309.8415,501.0368,335.1309,494.56406,351.8036,498.81995,367.98093,493.4523,391.68823,498.2913,415.3769,503.10214,393.50507,526.1136,371.95743,537.38165,353.38104,540.323,335.05453,539.4941,310.32172,531.0501,296.29303,510.69034,334.75256,506.05096,352.0291,507.1887,368.9223,505.44974,403.9918,505.62457,370.10773,514.0878,352.96573,517.2499,335.17725,516.2471
1.386,180.21877,337.81024,183.16222,385.86053,190.79366,431.97787,201.5548,477.02744,220.42593,520.5787,245.90334,560.68866,278.3965,593.8319,315.84814,617.1515,359.16818,621.383,402.95834,611.07007,437.82422,582.06995,468.48547,544.8165,491.2009,503.15497,505.48608,458.2254,512.93744,415.06775,517.8154,369.75574,516.8021,323.41327,197.22763,325.1747,219.40259,304.33154,252.57153,302.23996,285.3454,309.30447,318.27124,320.23395,369.16537,320.97632,400.3045,308.9057,432.5729,300.84857,465.7562,301.91537,490.99252,318.97614,344.836,346.6276,346.29495,376.09348,347.5917,405.26746,349.1341,435.52237,314.0621,457.87512,331.3394,461.70197,349.32642,466.3467,367.01648,461.16507,384.33804,455.8755,239.15936,353.8866,257.4615,350.4474,277.6662,348.78116,299.816,353.23703,277.94757,359.03482,257.95694,360.1131,390.04984,353.27515,410.2414,348.63406,431.10434,349.75903,450.3627,352.45493,431.07755,359.41385,410.51266,358.35553,284.52676,508.28275,309.92828,503.59537,335.0938,497.01276,351.99258,500.90598,368.44034,495.4986,392.8682,499.76758,419.254,502.9919,394.90515,525.2397,372.45694,535.7639,353.7596,539.0023,335.38623,538.2273,310.7142,530.95056,295.85498,511.59476,334.65857,512.0459,352.36115,513.17596,369.8521,510.7722,408.31967,505.69418,370.75366,511.4615,353.15103,515.05176,335.23843,514.17255
1.419,179.13602,338.24753,182.2242,385.89862,190.9965,433.16577,201.16475,477.3628,218.37236,521.97076,244.00569,561.86786,277.1804,593.5596,316.94348,616.44904,360.51035,620.61505,402.79004,610.17896,436.7159,581.4254,467.2018,544.5337,489.08218,502.1544,502.0624,457.97867,509.27478,414.44196,513.6096,370.12274,511.57034,323.9145,195.80803,325.7013,218.27086,305.24728,251.24446,302.60754,283.89523,310.18817,317.73364,321.1963,369.10898,321.81592,400.5586,309.04443,432.64734,301.03748,464.82132,303.19818,489.1938,320.27945,345.19595,347.29028,347.2072,376.5155,348.91943,405.42532,350.78754,435.16547,315.22272,459.25906,332.6037,462.23416,350.062,466.0735,366.9226,461.36224,384.0101,457.25,238.23112,353.4602,256.3346,347.40536,277.20245,346.55515,298.63016,354.5952,276.94385,359.40088,256.36377,360.06866,390.82248,354.4521,410.667,346.91388,431.1963,347.24884,449.91418,352.06107,431.55527,359.40146,411.38974,358.52426,284.8879,509.39325,310.84525,505.05133,336.6937,498.34784,352.92484,502.67438,369.52472,496.46707,393.7737,500.6698,418.47577,504.13992,396.13815,525.01807,373.86972,536.52045,355.02655,539.72296,336.99884,539.41095,311.86957,531.39044,295.5032,512.63116,336.58136,514.33575,353.494,515.1793,371.04413,512.3387,408.66455,506.43063,371.664,511.08347,354.0093,515.10535,336.79657,513.8529
1.452,177.964,340.0923,182.01205,389.35654,192.4709,438.1578,204.75024,482.5515,223.37418,526.61646,250.2371,565.1495,282.9578,595.9576,320.18573,617.06915,361.18198,620.5354,402.12802,610.2706,435.74152,583.42426,467.1621,548.05133,490.0813,506.7563,503.4722,462.95,509.7435,418.5837,514.068,373.48938,512.043,327.1363,195.59117,327.4819,217.52095,305.96222,250.62505,303.2484,282.90836,310.93216,315.09583,322.04114,367.57312,323.12677,397.92303,309.8094,429.62668,300.9293,462.3165,301.8196,487.62897,317.87003,343.4143,346.09515,345.14093,375.17404,346.75818,404.0018,348.732,433.8006,315.63303,459.97687,332.12814,462.55276,348.83047,465.14786,365.8367,461.37332,383.0538,457.44986,236.69894,354.275,254.90224,347.09082,276.25778,345.6712,298.08698,355.01862,276.21802,360.49292,255.11821,361.7519,389.8205,353.99423,409.3312,344.88153,430.7255,345.09088,450.0488,350.11316,432.13052,358.88956,410.95593,358.5675,289.06674,511.3686,314.09055,507.753,339.39758,501.46024,354.5184,505.19128,368.92514,499.6917,392.92538,503.78888,417.77988,505.8152,395.1701,527.8721,373.32864,538.8,356.56638,541.8475,340.228,541.55,315.56317,533.6662,300.69623,515.309,339.41,516.5814,354.99487,517.0125,370.38812,514.8579,407.61633,508.423,370.95483,512.7791,355.49146,516.30615,339.63046,515.443
1.485,176.9375,334.8195,179.07921,385.2716,188.60468,434.07654,201.77754,479.38757,221.24785,523.289,248.62117,563.23303,282.1927,595.20807,319.10773,618.46814,362.81198,622.4925,404.58508,612.5359,436.9778,583.63293,466.71698,546.05426,489.005,503.42932,503.5269,458.9992,511.9635,414.79935,516.5609,369.298,514.518,323.15417,195.46933,324.274,218.56967,304.92188,251.36038,303.4309,282.87872,311.08667,315.19376,321.72122,368.99997,321.93365,400.03787,309.41324,431.541,301.80148,463.88858,303.2723,487.6149,320.4146,343.08078,346.7061,344.90555,376.47665,346.43814,406.48975,348.2458,437.616,315.07623,462.0111,331.82407,465.1471,349.01904,468.6566,366.0866,463.76013,382.97836,458.85092,235.08272,353.08154,253.36191,345.74454,274.6519,345.02563,297.0141,355.7246,274.39462,360.85297,253.20345,361.56436,390.11804,354.15573,410.02878,343.84628,431.78064,343.65585,451.41907,349.25385,433.38846,358.49323,411.85876,358.538,289.09717,514.41284,315.1705,510.89572,340.21738,505.67017,353.7056,509.5735,368.05814,503.9148,391.99286,506.92398,417.48285,506.64444,395.17477,529.7348,372.96332,540.81573,356.9034,543.846,342.03314,543.6351,316.8255,535.74554,299.49893,518.3041,340.30917,519.787,354.42993,520.4026,369.60498,517.9926,407.7622,510.10925,370.4279,516.34576,355.4256,519.98285,341.01172,518.93787
1.518,179.01016,340.5307,181.22711,390.35928,190.79211,438.8801,203.6717,482.58054,223.41443,525.6714,250.59644,563.56024,283.22977,594.9165,319.67844,616.3121,361.10175,620.1558,401.6753,609.8302,434.68256,581.71844,465.0517,545.2915,486.7293,505.36707,501.76312,462.89587,509.9874,419.8555,514.9921,375.3399,513.87805,329.82657,197.152,327.1449,218.71623,306.2057,251.50398,303.26196,283.81467,309.54886,316.09772,320.99017,368.12036,321.56003,399.37378,308.44516,431.44614,301.3296,464.91074,303.56458,488.91232,322.10165,343.41922,347.47354,344.66724,377.05624,346.02893,406.96,347.52444,437.64297,315.47586,461.22278,331.69412,464.15527,348.71555,467.39276,365.45676,463.03076,382.20746,457.84293,236.55324,352.3894,255.19794,344.60443,276.9936,343.86282,299.0035,355.91873,276.51816,360.34756,254.84721,360.64322,389.6808,354.7973,409.85526,343.6006,431.9442,343.042,451.59378,348.74673,433.3429,357.84073,411.31934,358.55014,286.5626,511.99374,312.22824,508.50333,337.56,502.8666,352.6378,506.7524,367.64435,501.203,391.71594,504.28238,417.30667,504.82513,395.09207,528.41656,372.97046,540.06903,355.71753,543.05817,339.0237,542.6849,313.39728,534.5768,297.2864,515.69196,337.62735,516.5962,353.55453,517.6299,369.3532,515.0147,407.6402,508.45428,370.61734,514.26587,354.59213,518.01276,338.19305,517.0064
1.551,179.32112,337.00568,182.0142,385.4884,190.78142,433.65134,203.66187,477.48868,223.69928,520.95306,249.8289,560.0287,282.8665,592.7632,319.93542,614.98785,362.30386,618.61664,402.6424,606.83813,435.90405,577.9329,465.94772,541.1881,487.09204,500.25253,500.60214,457.05203,508.588,414.35986,513.4873,369.20224,511.22046,323.5525,196.21964,325.34766,218.2416,305.14728,251.48642,302.87418,283.94666,310.23877,317.16632,321.0448,366.92297,322.14343,397.0856,309.61038,428.5291,301.7056,461.2922,302.49777,485.4461,319.52112,343.3425,347.26837,345.07812,376.89362,346.46252,406.32593,347.93295,436.73578,313.7681,459.29492,330.60178,462.79514,347.79016,466.76517,364.7349,461.88623,382.53812,456.45862,236.81181,351.9575,254.30939,343.89197,276.20303,343.31348,298.1007,355.60046,275.61777,360.7633,254.03908,361.26865,388.93384,354.87656,408.97827,343.22452,430.8498,342.72766,450.54932,348.9032,432.51355,358.86557,410.6267,359.18863,286.79767,509.81003,312.88397,507.3084,337.3221,502.1377,352.75876,506.39734,366.94122,500.8352,391.07047,503.90683,417.31018,503.43274,394.68338,527.5859,372.63965,539.02844,355.77933,541.95184,338.81268,541.31995,314.43643,533.11725,297.6376,513.66907,337.584,516.3728,353.5706,517.4109,368.63614,514.9071,407.18173,506.73187,370.08838,512.9424,354.52213,516.7515,338.2424,515.16284
1.584,179.47345,336.41647,182.14789,387.25253,191.30818,437.87378,203.37756,483.6326,223.57172,526.7808,250.4418,564.68524,283.88135,596.2809,320.2515,617.3059,361.99203,620.7099,402.4028,610.046,434.82684,582.9052,464.94577,547.83167,486.599,506.801,501.79968,462.7623,509.7564,418.37262,514.7267,372.3835,512.7922,324.85284,195.9244,324.07388,218.44664,304.39114,251.41562,303.17456,283.09998,311.05566,315.58472,321.50592,365.23935,321.98608,397.85526,309.6379,429.74728,302.08582,463.6089,303.61404,487.89618,321.64932,343.07623,346.76672,344.77087,376.35693,346.46332,406.0211,348.34982,436.81824,314.59222,461.076,331.25156,463.92038,347.80377,467.28403,364.90686,462.77896,382.15958,458.57022,234.56918,351.97235,253.39934,343.05618,275.68497,342.79388,297.42926,355.9286,275.3334,360.95255,253.2605,361.55243,389.2666,355.03238,409.21738,342.2443,431.51108,341.75293,451.36026,348.24243,433.6278,357.75192,411.64493,358.6459,288.79398,512.9294,314.8391,509.83136,340.18207,503.9584,353.60745,507.78122,368.34183,502.33234,392.91852,505.1305,417.6147,505.03012,395.64133,528.7022,373.14056,539.89703,355.85632,543.0359,340.7773,542.97504,315.65085,535.61084,300.0713,516.96027,340.2924,518.621,354.24393,519.31213,369.87872,516.6581,407.27286,508.3728,370.55017,513.34,354.7026,516.92883,340.3743,516.4466
1.617,181.25461,336.90625,184.72449,385.9395,194.47032,433.86768,207.07687,478.02936,225.49548,521.2632,251.61362,560.86346,284.66458,593.39374,321.558,615.6957,362.31067,619.26166,402.22824,607.7959,434.96698,579.2575,464.91418,544.34204,487.49954,504.3364,503.3264,460.98904,511.88037,417.0025,516.72614,370.37778,513.84265,323.8755,196.22977,326.1698,216.68224,305.0804,249.3196,302.00253,281.29706,309.31824,313.71002,320.023,366.38528,322.08466,397.9077,308.66907,430.01874,301.12787,463.6896,302.31635,488.85767,319.94287,342.7573,346.89813,344.23065,375.61862,345.53427,404.54572,346.82864,434.41977,313.4161,459.16153,330.25897,462.49832,348.04727,465.99963,365.426,461.4073,383.03024,456.13696,235.16946,351.65378,253.77829,343.5115,276.16727,342.0925,298.6822,354.60696,275.58087,360.15878,253.54236,360.60352,389.62833,354.09653,410.38187,342.50702,432.84195,341.85947,452.98718,348.49796,434.3629,358.50708,412.18658,358.5572,286.7792,511.44315,312.92395,509.39355,337.865,503.2778,353.09293,507.4706,366.7676,501.22293,391.57928,504.55634,418.31238,503.98373,395.24335,529.39795,372.64154,540.60156,355.94278,543.42004,339.2088,542.94904,314.1154,535.0714,298.27878,515.29974,337.7014,517.87384,353.4426,518.76556,368.33987,515.84607,407.51917,507.3557,370.1785,512.3784,354.96164,516.33844,338.73117,515.32227
1.65,177.91447,340.26733,181.37863,389.8491,190.93903,437.14255,203.74916,481.82562,223.34277,524.1381,249.40639,562.9654,282.3545,596.574,318.60474,618.6963,360.52133,622.20966,402.02924,610.56006,433.24454,582.83826,462.21573,546.4595,483.7207,505.36688,498.3941,461.32962,506.2087,418.37097,511.64172,374.30676,509.48682,328.34448,195.73087,326.32727,217.50717,305.44904,250.7657,303.25922,283.12833,310.5797,316.5518,320.66064,366.1287,322.182,396.90094,309.16357,428.57584,301.54703,461.96262,302.62872,485.11752,321.11963,343.27963,347.5051,344.99762,376.49323,346.6732,405.66663,348.37286,435.72333,314.3602,460.58646,330.92676,464.1795,348.13318,467.9773,365.29813,463.3268,382.51938,458.0122,234.23303,352.585,253.11656,344.1399,275.34686,343.25278,296.68417,355.2086,274.45035,360.20062,252.5992,360.91046,389.49057,354.47162,409.1694,343.1368,431.22427,342.51633,450.94485,348.99066,432.69037,358.51447,410.67694,358.6033,287.51764,514.384,312.1988,509.95178,337.35175,502.62704,352.5267,506.81073,366.79294,501.1552,390.50555,505.90436,414.97665,508.3666,393.4525,534.9955,371.56772,547.69556,354.4441,550.3355,337.85745,549.4529,313.06494,540.7075,298.69717,518.4429,337.0013,517.8505,352.81345,518.7173,367.9563,516.61523,404.31848,511.74036,369.73822,519.4723,354.13904,523.0531,337.93774,522.063
1.683,177.67537,338.59653,180.11024,387.6276,188.78313,435.98004,199.97699,480.20493,218.89294,523.26447,245.80942,561.86945,278.85028,593.9006,315.11472,616.8177,357.32245,621.3721,398.8417,610.6139,431.47754,581.49243,461.28125,545.49146,483.62753,505.18628,498.99414,462.02753,506.9535,418.7339,512.6918,373.40967,511.96967,327.01028,194.65541,325.61353,215.93352,303.9316,249.87347,302.0047,282.8727,309.0104,316.35083,320.16165,366.1298,322.9193,398.33176,309.00278,431.76334,301.15906,465.6703,303.0359,488.21457,322.36517,343.6501,347.4578,345.31638,377.11298,346.92758,406.64185,348.58832,437.0137,313.35812,460.11832,330.35425,463.92072,347.5152,467.6534,364.88647,463.15808,382.37943,458.4451,234.61267,351.80298,253.57953,342.6508,276.5993,342.4373,298.33844,355.5172,275.65033,360.62152,253.10965,360.87177,387.92944,355.45346,408.1627,342.84665,430.89914,342.23587,450.2578,349.6889,432.5437,359.26562,410.05847,359.5785,283.68256,512.8077,309.2697,506.7443,336.024,499.09946,351.1418,503.1647,365.63153,498.05624,390.7652,504.0297,415.75104,508.5824,393.471,536.76404,369.69797,547.9245,352.88568,550.1956,335.97812,549.3314,310.2659,539.8368,295.92502,516.82465,335.89114,514.95795,351.38712,515.9245,366.6717,514.2593,404.55118,511.80005,367.89975,520.2638,352.07135,522.7083,336.05353,521.7811
1.716,258.38922,75.961365,258.5878,80.788185,259.08804,85.34845,260.22165,90.09768,261.72818,94.566574,264.24173,98.70189,267.34607,101.95551,270.82468,104.65685,274.88544,105.160324,279.6645,104.45718,284.91867,102.02157,290.26578,98.98359,294.418,95.065575,297.02713,90.072495,298.44907,84.390305,299.39914,78.636765,300.14795,72.81487,259.2024,72.125824,260.94507,70.051796,263.88504,69.04635,267.29504,69.2234,270.61124,70.221214,277.16705,69.789925,281.04416,68.046364,285.46625,67.54538,289.85855,68.06863,293.454,70.16315,273.0772,74.27809,272.71558,77.57525,272.2865,80.76454,271.90063,84.1124,269.2425,87.09496,271.0633,87.72384,273.11887,87.87677,275.62674,87.21191,278.1334,86.29098,262.5591,75.855286,264.5028,74.507126,267.0311,74.12289,269.56567,75.23916,267.12234,76.02614,264.6488,76.43407,280.28534,74.28525,282.53912,72.85298,285.32687,72.81891,288.09238,73.57204,285.44974,74.615654,282.709,74.696,269.24606,94.4901,270.82773,92.81202,272.5985,91.653946,274.15778,91.88167,275.7013,91.19474,278.86743,91.5771,282.7411,92.40647,279.30914,94.51133,276.44397,95.35024,274.80695,95.83113,273.28174,96.00695,271.3747,95.89422,270.61612,94.22305,272.72473,93.15815,274.26736,93.05545,275.90668,92.669106,281.32663,92.487495,276.15363,92.97556,274.56097,93.3869,273.03323,93.370926
1.749,181.73552,341.08597,183.87286,389.0662,192.46022,436.1511,203.49721,481.17615,221.81625,524.6176,247.02884,563.0253,279.33325,596.29047,315.97308,620.0887,359.23798,624.20685,401.0957,613.89594,433.37396,585.3058,463.944,548.93036,486.04922,508.22476,501.8961,464.35886,510.75244,419.8642,515.29193,373.53854,513.45374,326.46332,198.5156,327.53568,219.54677,305.47263,253.03369,303.5791,285.00772,311.3611,318.3666,321.52466,365.9917,323.1413,397.7489,310.3115,429.8259,302.3016,463.38586,304.5447,488.846,320.46286,342.87482,347.83936,343.94852,376.7554,344.95746,405.68573,346.02347,435.74274,313.76816,459.79285,330.07092,462.76617,346.60025,466.35693,363.38626,461.42853,380.16367,457.3799,236.97717,352.81232,254.78345,344.2648,277.158,343.89392,297.9901,356.3711,276.37103,360.93726,254.54819,361.39478,388.96793,355.98306,408.77798,343.41925,431.20685,342.71155,450.0995,349.99796,432.86395,359.1249,410.92444,359.50568,285.56403,513.00964,308.61765,505.7311,334.36404,498.55652,349.90884,502.43,365.003,497.59644,389.8057,502.68747,414.53796,507.75262,392.6012,534.8569,369.50464,546.3645,352.17474,548.91455,334.92337,547.98004,309.76425,538.95435,296.87585,516.4781,334.11566,512.8828,350.2057,513.42053,365.92215,512.1756,403.4788,510.71506,367.6909,521.852,351.36374,524.14746,334.6509,523.2204
1.782,180.38043,336.0888,182.30623,384.7893,190.57875,433.28485,201.56494,479.55264,219.94997,523.434,244.68068,562.2754,276.2115,595.0238,312.3809,616.0669,355.10977,619.53326,398.73407,610.2787,431.27026,583.2529,461.9423,547.51465,484.8092,507.58655,501.36676,464.1396,510.60107,419.4967,516.0324,373.6838,515.25586,327.00787,196.49919,329.55502,216.65039,306.3403,250.28531,303.49655,282.54373,311.01196,316.61194,321.00098,365.3832,322.64752,397.59973,310.14188,430.71872,302.48724,465.09448,304.29306,488.82193,324.43488,342.12933,347.4093,343.44714,375.7946,344.62436,404.1146,345.56448,433.88937,312.08997,459.38617,329.1403,461.5626,346.7588,464.37875,363.8482,460.22067,381.07315,455.75323,235.98772,352.7555,253.87823,344.2178,275.9757,343.6889,297.7778,356.23795,275.08328,360.7269,253.2084,360.86435,387.92914,355.12488,407.61636,343.08612,430.41193,342.30838,449.8355,349.21085,431.97043,357.85907,409.55023,358.30353,284.59106,512.02966,308.24045,505.54123,334.813,497.33582,349.8165,501.0551,364.6249,495.6001,389.40433,501.16357,414.02542,506.72733,391.66983,533.6486,368.7186,545.77155,351.31082,548.30585,334.6512,547.3297,309.47107,538.0759,296.5635,515.7344,334.77252,511.19263,350.09433,510.96484,365.92377,509.36252,402.18463,509.46017,366.97906,519.6391,350.80627,522.6645,334.83264,522.0337
1.815,179.43135,339.0294,182.15822,387.58948,190.67271,435.49176,201.40704,481.62482,220.06752,525.064,244.76962,563.85065,276.6528,595.6587,312.89612,616.79517,356.29364,620.10004,399.01886,611.3716,433.00543,584.5055,464.92548,548.1591,487.77527,506.78726,503.34552,462.85202,511.59732,418.64417,516.81415,373.16403,516.1385,327.16214,196.93169,323.9147,219.91249,304.09457,253.56157,302.5268,285.12274,310.0784,318.6189,320.9584,364.56393,323.45398,396.1864,310.40405,428.79318,302.3375,464.11713,303.28134,491.59598,320.2588,343.00894,347.96628,344.2858,376.35745,345.32663,404.6768,346.2641,433.67944,314.4693,460.17627,331.01205,462.2168,347.70883,465.06403,363.70267,461.40536,380.38452,458.39963,236.60214,352.43155,254.671,343.31476,276.85873,343.08667,298.18256,356.29865,275.83865,360.8328,253.7882,360.9416,390.4306,355.6948,409.7298,342.97516,432.77747,342.0123,451.52335,349.6615,434.06827,359.07492,411.6285,359.21014,284.27097,512.061,307.86264,505.19412,334.12485,497.6472,350.49286,501.5199,365.58453,496.55173,389.383,502.3349,414.33594,507.4784,392.0741,533.6321,369.39038,545.2117,351.91388,547.59827,334.13907,546.4861,308.73752,536.98126,296.178,515.4661,334.11874,513.1994,350.80026,513.44727,366.80676,512.4985,402.8975,510.01633,367.781,518.8081,351.51193,521.31396,334.20938,520.35126
1.848,177.15016,337.85168,181.91087,387.3149,191.84149,436.7185,203.10286,482.06866,222.765,524.88245,249.82074,563.70526,282.60944,595.7141,320.68893,616.408,362.9917,618.5619,404.3951,608.0185,436.67703,578.36334,465.8516,540.756,487.8259,499.02203,502.52344,455.7426,509.73654,413.31155,513.98737,370.196,512.70416,325.07397,196.58904,329.23645,218.00552,306.03772,251.76578,303.14355,284.49365,310.59988,317.87674,321.48453,367.55106,322.79193,399.21564,309.64923,431.53683,302.14456,464.0338,304.24716,488.6171,321.41623,344.41437,347.5687,345.8264,377.3125,347.17734,406.52094,348.6431,436.23203,314.62292,459.33023,332.04883,462.01627,349.0944,465.65305,366.0895,461.05563,382.8674,457.43896,237.4139,352.30664,255.20076,344.3809,277.0627,343.96777,298.3536,355.97482,276.6771,360.56613,254.94562,360.91788,389.9367,355.16052,409.6258,343.4622,431.63614,342.5646,450.57224,348.9733,433.056,358.41196,411.30353,358.83633,286.4544,509.776,310.44397,503.27313,335.40884,496.19257,351.83484,499.97412,367.43265,494.9245,391.81332,500.2697,415.9317,505.7774,394.6037,531.4885,372.16605,544.5418,353.90118,547.1228,335.84787,546.14935,311.44577,536.3517,298.09924,512.7625,335.62302,511.6248,352.64883,512.564,369.1763,510.75427,404.96246,508.39127,369.51086,516.0269,352.65314,519.22205,335.1543,518.1057
1.881,256.74042,74.43856,256.7108,79.16658,257.07736,83.71558,257.82062,88.37717,259.03152,92.82662,261.35208,97.0574,264.46628,100.336685,268.1106,102.80777,272.26227,103.1196,276.9081,102.48669,281.76877,100.26031,286.73846,97.61633,290.67773,93.92549,293.12045,89.286064,294.77808,84.14229,295.99353,78.73442,297.04434,73.22053,259.26694,72.31768,261.57507,70.47172,264.78995,69.93375,268.27704,70.20751,271.596,71.42859,277.79248,70.89644,281.3789,69.40649,285.3211,68.81429,289.38184,69.10897,292.53317,71.186905,273.65292,74.94802,273.25598,78.126076,272.8849,81.209435,272.512,84.456215,269.0379,87.0622,270.97925,87.565445,273.05817,87.79183,275.38623,87.26252,277.60544,86.54564,262.4265,76.17195,264.58487,74.95825,267.16098,74.65574,269.54807,75.86206,267.14777,76.62625,264.59546,76.911934,280.0419,75.035934,282.48734,73.67504,285.10587,73.64819,287.5404,74.46909,285.21466,75.44151,282.6154,75.50166,266.70407,93.29501,269.23145,92.352234,271.58765,91.42324,273.17523,91.72556,274.79727,91.13296,277.4716,91.47954,280.85843,91.853455,277.46872,93.9743,274.95184,94.81548,273.10355,95.223694,271.45706,95.365234,269.0766,95.104546,267.96802,93.210655,271.55054,92.85423,273.18405,92.82861,274.8784,92.466,279.47696,92.087074,274.85995,92.24317,273.13998,92.65746,271.4964,92.766396
1.914,254.80792,74.09693,255.15219,79.38851,255.88112,84.366295,257.03696,89.354385,258.71002,93.87623,261.55832,98.00338,265.371,101.26451,269.6391,103.8461,274.0379,104.12434,278.45374,103.04386,283.21268,100.47843,288.14594,97.57384,292.01596,93.74887,294.61514,88.78503,296.18283,83.21519,297.26883,77.56959,298.25012,71.739716,258.0694,72.350685,260.4643,69.98118,264.03577,69.11238,267.9524,69.50321,271.61957,70.85453,278.01434,70.3291,281.81927,68.6182,286.10455,67.872536,290.34973,68.174614,293.63437,70.33771,274.1938,74.68168,274.03116,77.92714,273.88492,81.130615,273.7537,84.50387,270.04318,87.18545,272.14035,87.777985,274.29303,87.94498,276.63736,87.22297,278.86554,86.24897,262.17587,76.11327,264.37854,74.694496,267.1514,74.41678,269.6971,75.71523,267.1743,76.56119,264.42502,76.861,280.71585,74.5659,283.08444,72.86368,285.9201,72.7748,288.4686,73.68179,286.12723,74.81356,283.33063,74.9477,268.04214,94.25808,270.58362,92.808914,272.9989,91.59364,274.5029,91.800674,276.00427,91.048744,278.74203,91.360695,281.9304,91.915146,279.04892,94.558174,276.59744,95.82192,274.89163,96.37459,273.35687,96.66955,270.819,96.458244,269.30923,94.06047,273.06125,92.8857,274.5964,92.68725,276.16562,92.21468,280.54422,92.13896,276.336,93.58566,274.75427,94.09081,273.23242,94.30246
